year,FIPS,WaterSupply.Surface.Fresh,WaterSupply.Surface.Saline,WaterSupply.Surface.Total,WaterSupply.Ground.Fresh,WaterSupply.Ground.Saline,WaterSupply.Ground.Total,WaterSupply.Total.Abstraction,WaterSupply.Total.TotalUse,WaterSupply.OtherUnits,Household.Surface.Fresh,Household.Surface.Saline,Household.Ground.Fresh,Household.Ground.Saline,Household.Total.Abstraction,Household.OtherUnts,Household.TotalUse,Irrigation.Crop.Total.Abstraction,Irrigation.Crop.TotalUse,Irrigation.Golf.Total.Abstraction,Irrigation.Golf.TotalUse,Animal.Total.Abstraction,Animal.TotalUse,Aquaculture.Total.Abstraction,Aquaculture.TotalUse,Manufacturing.Total.Abstraction,Manufacturing.TotalUse,Mining.Total.Abstraction,Mining.TotalUse,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
2005,37105,8.38,0,8.38,0.17,0,0.17,8.55,8.55,0,0,0,0.57,0,0.57,2.19,2.76,1.04,1.04,1.05,1.05,0.63,0.63,0,0,0.86,0.86,1.64,1.64,60125,24463,21744,9538,2268,23842,6663,9498,14870,9052,2115,25224,2709,859,3531,562,1245,943,8307,61076
2005,37107,0,0,0,6.81,0,6.81,6.81,6.81,0,0,0,0.27,0,0.27,4.1,4.369999999999999,3.04,3.04,0.32,0.32,1.77,1.77,0,0,1.18,1.18,0.14,0.14,57227,27550,23121,12844,3274,22361,7800,10956,12917,13367,2728,28933,1179,990,6497,576,2705,1359,7434,56733
2005,37109,6.76,0,6.76,0.06,0,0.06,6.819999999999999,6.819999999999999,0,0,0,2.79,0,2.79,2.26,5.05,0.29,0.29,0.7,0.7,0.53,0.53,0,0,0,0,0.25,0.25,81441,35227,32022,11593,2584,29089,8357,13761,17562,12140,2634,12168,775,526,7410,634,980,739,7929,64728
2005,37111,1.52,0,1.52,0.54,0,0.54,2.06,2.06,0,0,0,2.11,0,2.11,0.71,2.82,1.08,1.08,0.43,0.43,0.2,0.2,0,0,2.13,2.13,0.12,0.12,45109,21297,17961,7543,1143,22725,5283,8795,9276,9348,1608,5647,502,248,6643,488,1041,1131,5045,40141
2005,37113,1.67,0,1.67,0.21,0,0.21,1.88,1.88,0,0,0,1.38,0,1.38,0.41000000000000014,1.79,0.29000000000000004,0.29000000000000004,0.71,0.71,0.06,0.06,0,0,0,0,0.09,0.09,34410,25557,15699,5679,650,28429,2938,9653,6388,5999,900,3684,554,235,3507,328,846,360,4860,30816
2005,37115,0.23,0,0.23,0.3,0,0.3,0.53,0.53,0,0,0,1.01,0,1.01,0.24,1.25,0.37,0.37,0.12000000000000001,0.12000000000000001,0.13,0.13,0,0,0,0,0.06999999999999999,0.06999999999999999,21405,10892,8452,3586,559,25326,2229,4486,3882,3566,552,1265,98,47,2796,155,398,1125,2149,14417
2005,37117,0,0,0,2.32,0,2.32,2.32,2.32,0,0,0,0.75,0,0.75,0.8600000000000001,1.61,3.75,3.75,0.28,0.28,0.47,0.47,0,0,152.07,152.07,0,0,23054,11608,9471,4172,1134,23269,2767,5030,4775,4436,997,11051,114,84,2532,73,703,145,2389,21111
2005,37119,119.87,0,119.87,0.61,0,0.61,120.48,120.48,0,0,0,1.5,0,1.5,62.620000000000005,64.12,1.15,1.15,5.79,5.79,0.09,0.09,0,0,12.68,12.68,1.49,1.49,1054314,435795,403546,131485,34106,37298,69881,112217,254065,87596,39834,555581,46928,94211,6149,9070,23988,15237,124566,1063828
2005,37121,0.9,0,0.9,0.45,0,0.45,1.35,1.35,0,0,0,0.68,0,0.68,0.29999999999999993,0.98,0.2,0.2,0.12,0.12,0.02,0.02,0,0,0,0,0.6,0.6,15040,8812,6361,2052,280,23907,1721,3609,2768,3041,348,1143,126,119,1552,50,368,343,1887,13585
2005,37123,3.13,0,3.13,0,0,0,3.13,3.13,0,0,0,0.58,0,0.58,0.9900000000000001,1.57,0.76,0.76,0.52,0.52,2.11,2.11,0,0,0,0,0.73,0.73,27338,16235,10411,5178,527,22760,3933,5257,6225,3906,929,10042,1037,75,3737,452,620,1167,3552,25452
2005,37125,4.51,0,4.51,3.04,0,3.04,7.55,7.55,0,0,0,2.44,0,2.44,3.72,6.16,2.07,2.07,6.83,6.83,3.5700000000000003,3.5700000000000003,0,0,0,0,0.09,0.09,95629,46638,38965,11863,2244,33432,6633,22698,20362,14487,2382,21808,1230,1639,6965,627,1712,1413,8670,92042
2005,37127,12.75,0,12.75,1.25,0,1.25,14,14,0,0,0,0.34,0,0.34,5.86,6.2,5.8,5.8,0.87,0.87,1.46,1.46,0,0,0,0,0.16,0.16,94003,42876,36720,14269,2892,26980,9439,16294,21019,15142,4022,46647,1206,1110,8242,1005,2907,2077,9402,91606
2005,37129,0,0,0,8.01,0,8.01,8.01,8.01,0,0,0,1.15,0,1.15,10.43,11.58,0.23,0.23,1.76,1.76,0,0,0,0,2.1100000000000003,2.1100000000000003,0.37,0.37,224231,109244,93636,37602,7148,32629,10768,37427,42393,28069,7586,51376,2684,16258,4472,1268,5986,7164,22625,229706
2005,37131,0,0,0,1.24,0,1.24,1.24,1.24,0,0,0,0.69,0,0.69,1.01,1.7,3.13,3.13,0.16,0.16,1.34,1.34,0,0,0,0,0.22,0.22,20186,11670,8628,4216,541,20538,3088,4901,3627,4045,955,12381,113,67,2621,65,938,835,2887,17802
2005,37133,0,0,0,11.47,0,11.47,11.47,11.47,0,0,0,2.55,0,2.55,7.319999999999999,9.87,2.05,2.05,0.86,0.86,1.31,1.31,0,0,0,0,0.29000000000000004,0.29000000000000004,193912,78501,64065,23880,6709,23783,9045,16797,47355,27298,6697,65094,1229,5532,11375,1121,3039,20066,13398,164336
2005,37135,11.51,0,11.51,0.32,0,0.32,11.83,11.83,0,0,0,1.42,0,1.42,5.71,7.13,0.8099999999999999,0.8099999999999999,0.6900000000000001,0.6900000000000001,0.21000000000000002,0.21000000000000002,0,0,0,0,0.13,0.13,142938,57502,52529,17633,3353,40650,6478,18364,28526,12546,3703,43814,4075,8683,4799,1100,2644,11304,10248,134912
2005,37137,0,0,0,1.2,0,1.2,1.2,1.2,0,0,0,0.21,0,0.21,0.68,0.89,1.42,1.42,0.32,0.32,0.01,0.01,0,0,0,0,0,0,12742,7721,5352,1696,414,27026,1192,3583,1971,2577,245,3284,158,56,1970,140,374,720,1484,11339
2005,37139,0,0,0,5.41,0,5.41,5.41,5.41,0,0,0,0.41,0,0.41,1.68,2.09,1.09,1.09,0.24,0.24,0.01,0.01,0,0,0,0,0,0,39479,17108,14780,5981,1187,23699,3625,6367,8775,5718,1419,17831,314,754,2089,163,1419,2393,5075,40133
2005,37141,0,0,0,1.45,0,1.45,1.45,1.45,0,0,0,2.32,0,2.32,1.08,3.4,3.08,3.08,0.79,0.79,1.4500000000000002,1.4500000000000002,0,0,0,0,0.21,0.21,59020,28601,21766,8709,2016,27724,5189,10339,13225,9560,1117,14882,759,702,6773,438,913,1189,6517,44626
2005,37143,0,0,0,1.12,0,1.12,1.12,1.12,0,0,0,0.05,0,0.05,0.8099999999999999,0.86,2.42,2.42,0.16,0.16,0.71,0.71,0,0,0,0,0,0,13459,7136,5919,2055,383,25809,1361,3583,2579,2055,351,3755,128,109,1587,79,402,88,1688,10575
2005,37145,5.2,0,5.2,0.01,0,0.01,5.21,5.21,0,0,0,1.79,0,1.79,0.6699999999999999,2.46,1.33,1.33,0.18,0.18,0.15,0.15,0,0,0,0,0,0,39305,18428,15744,6836,1703,25922,3813,7227,8365,7291,1559,13217,243,157,4173,430,1234,521,3572,30914
2005,37147,10.46,0,10.46,6.24,0,6.24,16.700000000000003,16.700000000000003,0,0,0,1.11,0,1.11,8.82,9.93,2.58,2.58,1.1,1.1,1.3800000000000001,1.3800000000000001,0,0,0.85,0.85,0.4,0.4,177372,78563,69169,40737,8444,25722,11323,21939,38485,22494,7268,80373,2217,11317,9528,1591,5542,6597,19292,161454
2005,37149,0.69,0,0.69,0.34,0,0.34,1.03,1.03,0,0,0,0.83,0,0.83,0.62,1.45,0.08,0.08,0.43,0.43,0.03,0.03,0,0,0,0,0.05,0.05,20458,11674,9047,1906,475,30344,1433,6016,3428,3703,403,2915,130,598,1750,222,543,332,2015,16514
2005,37151,6.87,0,6.87,0.41,0,0.41,7.28,7.28,0,0,0,4.68,0,4.68,2.92,7.6,1.49,1.49,1.39,1.39,4.93,4.93,0,0,0,0,0.13999999999999999,0.13999999999999999,142958,62147,56041,22265,3719,24127,18335,24213,32997,22207,5033,29512,4124,1833,13428,1272,2932,1445,19208,120926
2005,37153,6.61,0,6.61,0,0,0,6.61,6.61,0,0,0,0.53,0,0.53,2.75,3.2800000000000002,1.32,1.32,0.32,0.32,3,3,0,0,0,0,1.11,1.11,45189,21380,18546,10503,1841,20745,6035,7692,10458,8034,2424,19288,912,256,5574,478,1719,1439,5529,43661
2005,37155,7.56,0,7.56,8.34,0,8.34,15.899999999999999,15.899999999999999,0,0,0,1.28,0,1.28,7.989999999999999,9.27,3.7800000000000002,3.7800000000000002,0.79,0.79,3.4,3.4,0,0,1.35,1.35,0,0,133442,53065,45969,36504,4240,17881,19647,18955,33903,21746,5941,99430,2684,903,20342,1641,4530,3402,19745,121557
2005,37157,20.76,0,20.76,0.16,0,0.16,20.92,20.92,0,0,0,2.86,0,2.86,3.2900000000000005,6.15,2.11,2.11,1.48,1.48,0.16999999999999998,0.16999999999999998,0,0,0,0,1.62,1.62,91270,43977,37201,16201,2568,23604,11394,17708,18821,14170,3448,25089,974,1356,7412,882,2665,1458,9216,76178
2005,37159,4.52,0,4.52,0.8,0,0.8,5.319999999999999,5.319999999999999,0,0,0,4.09,0,4.09,6.279999999999999,10.37,1.2100000000000002,1.2100000000000002,1.3900000000000001,1.3900000000000001,0.35000000000000003,0.35000000000000003,0,0,1.02,1.02,0.78,0.78,139605,61329,52301,22386,5106,25117,14118,23456,31464,21389,5051,38547,2758,2454,10115,1206,3023,4380,16794,125897
2005,37161,9.71,0,9.71,0.16,0,0.16,9.870000000000001,9.870000000000001,0,0,0,2.16,0,2.16,2.0599999999999996,4.22,0.16,0.16,0.87,0.87,0.28,0.28,0,0,0,0,0.11,0.11,66532,34275,26345,11731,2410,22493,8245,13755,13977,13157,2104,11019,397,520,7127,431,1669,1238,7345,60409
2005,37163,0,0,0,2.52,0,2.52,2.52,2.52,0,0,0,2.81,0,2.81,1.4999999999999996,4.31,21.41,21.41,0.79,0.79,12.37,12.37,0,0,1.81,1.81,0.29000000000000004,0.29000000000000004,63561,27610,23537,15084,2458,21950,9492,10866,15660,11793,2325,30992,3800,163,10152,843,1809,1006,9732,52925
2005,37165,0,0,0,2.98,0,2.98,2.98,2.98,0,0,0,0.69,0,0.69,1.62,2.31,1.13,1.13,0.47,0.47,1.21,1.21,0,0,0,0,0.01,0.01,35262,15295,13113,9030,1727,18242,4771,5960,8110,5957,1958,19886,205,404,3599,577,1504,2595,3844,36132
2005,37167,7.94,0,7.94,0.09,0,0.09,8.030000000000001,8.030000000000001,0,0,0,1.82,0,1.82,1.86,3.68,2.12,2.12,0.53,0.53,1.79,1.79,0,0,0,0,0.19,0.19,61114,27638,23717,8474,1865,24671,6359,11242,13277,8769,2315,11705,566,244,3609,780,1144,2137,6245,52082
2005,37169,0,0,0,0.29,0,0.29,0.29,0.29,0,0,0,1.65,0,1.65,1.37,3.02,0.43,0.43,0.43,0.43,0.14,0.14,0,0,0,0,0.22,0.22,45905,22186,19302,6166,1400,25091,5529,9098,8920,6978,1603,4022,47,220,5530,291,629,528,5895,31225
2005,37171,6.03,0,6.03,0.22,0,0.22,6.25,6.25,0,0,0,3.44,0,3.44,1.0400000000000005,4.48,1.28,1.28,0.96,0.96,2.74,2.74,0,0,0.9,0.9,0.29000000000000004,0.29000000000000004,72099,34030,28985,11978,1422,23957,10995,14189,15603,14444,1754,11381,1347,863,8366,672,1965,1005,9132,69830
2005,37173,0.7,0,0.7,0.04,0,0.04,0.74,0.74,0,0,0,0.71,0,0.71,0.15000000000000002,0.86,0.03,0.03,0.12000000000000001,0.12000000000000001,0.01,0.01,0,0,0,0,0.04,0.04,14254,8951,5443,2436,420,20984,2141,2731,3196,2613,418,5386,35,46,2451,141,286,281,3031,17326
2005,37175,1.05,0,1.05,0.37,0,0.37,1.42,1.42,0,0,0,1.06,0,1.06,0.6799999999999999,1.74,0.26,0.26,0.65,0.65,0.05,0.05,0,0,0,0,0.32999999999999996,0.32999999999999996,33513,19560,14123,4776,829,27050,2900,9725,5373,5377,796,3249,316,254,2737,265,587,1273,4786,28321
2005,37177,0,0,0,0.51,0,0.51,0.51,0.51,0,0,0,0.04,0,0.04,0.26,0.3,0.01,0.01,0,0,0.1,0.1,0,0,0,0,0,0,4119,2229,1631,863,88,18682,809,876,530,809,108,1922,33,0,676,29,149,702,560,4012
2005,37179,8.05,0,8.05,0.04,0,0.04,8.09,8.09,0,0,0,3.44,0,3.44,7.460000000000001,10.9,0.5700000000000001,0.5700000000000001,1.65,1.65,9.02,9.02,0,0,2.9,2.9,0.68,0.68,226694,79644,75165,19921,6213,34379,14675,27269,62740,21112,5828,62132,5613,1301,4666,1851,1923,2224,21183,169933
2005,37181,6.41,0,6.41,0.05,0,0.05,6.46,6.46,0,0,0,1.79,0,1.79,1.6099999999999999,3.4,1.24,1.24,0.35,0.35,0.03,0.03,0,0,0,0,0.33999999999999997,0.33999999999999997,44482,20117,16854,10451,1917,23211,5998,7746,10601,7946,2412,26681,561,338,4808,576,1955,800,4621,42442
2005,37183,72.77,0,72.77,4.76,0,4.76,77.53,77.53,0,0,0,7.72,0,7.72,42.69,50.41,3.63,3.63,5.35,5.35,0.24000000000000002,0.24000000000000002,0,0,0,0,1.36,1.36,1046558,421426,390498,99877,24819,39102,50481,113852,255854,88102,33903,415361,24803,71712,13644,8429,15586,21921,92204,966658
2005,37185,0,0,0,0.03,0,0.03,0.03,0.03,0,0,0,0.94,0,0.94,0.3800000000000001,1.32,1.75,1.75,0.08,0.08,0.39,0.39,0,0,0.05,0.05,0,0,20033,11948,7780,3663,724,22461,2813,4736,3691,3845,613,12357,148,142,3798,83,784,978,2506,16336
2005,37187,0,0,0,1.11,0,1.11,1.11,1.11,0,0,0,0.15,0,0.15,0.6,0.75,2.8200000000000003,2.8200000000000003,0.08,0.08,0.41000000000000003,0.41000000000000003,0,0,0,0,0.02,0.02,12156,6458,5073,2808,359,21043,1683,2774,2479,2764,702,6752,12,92,1542,57,613,157,1423,10395
2005,37189,3.02,0,3.02,0.36,0,0.36,3.38,3.38,0,0,0,0.84,0,0.84,1.44,2.28,0.25,0.25,0.77,0.77,0.17,0.17,0,0,1.78,1.78,0.19999999999999998,0.19999999999999998,54117,33520,20355,13155,2009,24906,3243,8200,7066,5954,917,4392,302,3889,2936,334,1159,5856,4741,56809
2005,37191,5.98,0,5.98,6.15,0,6.15,12.13,12.13,0,0,0,0.11,0,0.11,6.989999999999999,7.1,4.57,4.57,0.95,0.95,4.21,4.21,0,0,1.52,1.52,0.15000000000000002,0.15000000000000002,124002,54074,48153,25847,4418,24124,13051,19322,29609,19818,5910,57362,4889,1893,13379,1175,4072,3054,15791,110834
2005,37193,7.39,0,7.39,0.01,0,0.01,7.3999999999999995,7.3999999999999995,0,0,0,1.95,0,1.95,2.29,4.24,0.38999999999999996,0.38999999999999996,0.7,0.7,8.85,8.85,0,0,0.08,0.08,0.14,0.14,68460,33480,28355,13423,1799,23745,10522,14007,14255,12672,2033,8520,914,643,9235,443,1699,897,7484,61107
2005,37195,9.22,0,9.22,0.85,0,0.85,10.07,10.07,0,0,0,1.59,0,1.59,3.5200000000000005,5.11,3.76,3.76,0.63,0.63,0.21,0.21,0,0,0.32,0.32,0.35,0.35,81336,36005,32128,17141,3044,24273,10880,13809,19013,12604,3967,42950,1504,1014,4873,1015,3065,1549,10276,85489
2005,37197,1.28,0,1.28,0.27,0,0.27,1.55,1.55,0,0,0,1.89,0,1.89,0.24,2.13,0.79,0.79,0.43,0.43,1.13,1.13,0,0,0,0,0,0,37665,17401,15448,5692,889,23566,5052,7208,8061,6312,1230,5858,978,260,4508,406,788,326,4569,29329
2005,37199,0.55,0,0.55,0.04,0,0.04,0.5900000000000001,0.5900000000000001,0,0,0,1.1,0,1.1,0.18999999999999995,1.29,0.11000000000000001,0.11000000000000001,0.24,0.24,0.08,0.08,0,0,0,0,0.08,0.08,17667,11211,7402,3361,605,23264,2076,4379,3296,3248,454,1307,236,212,2427,116,372,150,2196,11516
2010,37001,16.86,0,16.86,0.2,0,0.2,17.06,17.06,0,0,0,3.27,0,3.27,7.300000000000001,10.57,1.27,1.27,1.57,1.57,0.43,0.43,0,0,0.04,0.04,0.14,0.14,160576,69749,64059,26264,4529,26215,15629,26307,36203,22761,6808,56863,5034,5118,8342,1606,3372,4648,18968,151693
2010,37003,0,0,0,0.03,0,0.03,0.03,0.03,0,0,0,1.13,0,1.13,1.4700000000000002,2.6,2.09,2.09,0.35,0.35,0.8,0.8,0,0,0,0,0,0,37119,16399,13722,5333,1170,24452,4924,7089,7618,6510,912,4874,536,67,5111,393,498,1326,3869,27611
2010,37005,0.71,0,0.71,0.49,0,0.49,1.2,1.2,0,0,0,0.57,0,0.57,0.21000000000000008,0.78,2.0100000000000002,2.0100000000000002,0.6,0.6,0.34,0.34,0,0,0,0,0.01,0.01,10973,8160,4746,2673,284,21244,1926,2802,1943,2533,342,1425,142,44,1392,58,185,163,1211,10221
2010,37007,7.07,0,7.07,0,0,0,7.07,7.07,0,0,0,0.59,0,0.59,1.2999999999999998,1.8899999999999997,0.43,0.43,0.16999999999999998,0.16999999999999998,0.94,0.94,0,0,0,0,0.29,0.29,25306,11594,9516,4647,1139,20124,3522,4343,4936,4195,921,14018,324,132,2929,283,978,1838,2873,21664
2010,37009,0.21,0,0.21,0.52,0,0.52,0.73,0.73,0,0,0,1.59,0,1.59,0.31999999999999984,1.91,4.55,4.55,0.24,0.24,0.23,0.23,0,0,0,0,0.08,0.08,26786,17649,11805,4748,604,24039,3187,6427,4893,4166,867,1986,218,510,3820,91,729,430,3155,20739
2010,37011,0.26,0,0.26,1.25,0,1.25,1.51,1.51,0,0,0,0.47,0,0.47,0.77,1.24,5.51,5.51,1.02,1.02,0.02,0.02,0,0,1.33,1.33,0,0,17501,14166,6587,2056,300,20253,2325,3700,2707,2991,327,2203,194,1181,2241,109,258,3334,2256,17520
2010,37013,0,0,0,3.99,0,3.99,3.99,3.99,0,0,0,0.13,0,0.13,3.22,3.35,0.9299999999999999,0.9299999999999999,0.47,0.47,0.3,0.3,0,0,0.02,0.02,16.2,16.2,47243,25930,19325,8966,1839,26233,4188,10808,9759,8824,1493,16149,483,597,6963,147,1481,484,4887,44686
2010,37015,0,0,0,1.63,0,1.63,1.63,1.63,0,0,0,0.31,0,0.31,1.18,1.49,5.109999999999999,5.109999999999999,0.24000000000000002,0.24000000000000002,0.67,0.67,0,0,2.86,2.86,0.06,0.06,19644,9841,7976,4207,990,20430,3095,4125,3508,3902,675,12909,72,34,3607,197,702,1388,1912,17509
2010,37017,34.58,0,34.58,1.94,0,1.94,36.519999999999996,36.519999999999996,0,0,0,1.36,0,1.36,1.0999999999999999,2.46,7.73,7.73,0.16,0.16,3.6700000000000004,3.6700000000000004,0,0,12.530000000000001,12.530000000000001,0,0,33778,17877,13968,8649,978,20803,4798,6752,7125,6850,1556,15312,524,159,6624,334,1455,479,4697,31817
2010,37019,0,0,0,4.79,0,4.79,4.79,4.79,0,0,0,0.38,0,0.38,7.14,7.52,2.12,2.12,5.6000000000000005,5.6000000000000005,0.35000000000000003,0.35000000000000003,0,0,4.92,4.92,0.01,0.01,126860,86968,54226,16201,3430,31204,9523,37182,20621,21978,3069,23147,1136,3732,19513,971,2181,910,13788,117676
2010,37021,18.62,0,18.62,0.99,0,0.99,19.61,19.61,0,0,0,4.41,0,4.41,12.27,16.68,2.49,2.49,0.89,0.89,0.23,0.23,0,0,0,0,0.63,0.63,254474,121591,107093,30609,5203,31439,16793,48292,48313,34184,6385,41701,4665,10604,17321,3442,5428,6892,25575,250613
2010,37023,25.16,0,25.16,0.06,0,0.06,25.22,25.22,0,0,0,1.11,0,1.11,5.26,6.37,10.96,10.96,0.48000000000000004,0.48000000000000004,0.1,0.1,0,0,0,0,0.03,0.03,89712,41092,34672,15720,3728,23466,12258,17196,17402,17831,2950,16443,1343,618,10634,1192,1754,2888,10725,79997
2010,37025,10.64,0,10.64,1.04,0,1.04,11.68,11.68,0,0,0,2.21,0,2.21,10.25,12.46,1.5899999999999999,1.5899999999999999,0.7000000000000001,0.7000000000000001,0.32,0.32,0,0,0,0,0.72,0.72,201448,78093,72299,21822,6349,31050,13302,25749,52386,21234,7151,66819,4165,4367,4943,2851,3144,1599,15678,174980
2010,37027,7.26,0,7.26,0.13,0,0.13,7.39,7.39,0,0,0,1.3,0,1.3,4.5200000000000005,5.82,9.28,9.28,0.6000000000000001,0.6000000000000001,0.09,0.09,0,0,0.18,0.18,0.09999999999999999,0.09999999999999999,81779,37950,32594,13405,2546,22945,11913,15466,16870,14780,2578,10167,1140,843,7215,692,1578,992,10205,70497
2010,37029,0,0,0,0.87,0,0.87,0.87,0.87,0,0,0,0.19,0,0.19,0.51,0.7,0,0,0,0,0,0,0,0,0,0,0.01,0.01,10447,4228,3836,1172,460,26951,1042,1782,2491,1402,317,2047,72,73,662,26,74,33,834,6795
2010,37031,0,0,0,6.91,0,6.91,6.91,6.91,0,0,0,0.82,0,0.82,3.8400000000000003,4.66,0.81,0.81,1.03,1.03,0.01,0.01,0,0,0.04,0.04,0,0,68920,49911,29690,7831,2159,32005,4603,16237,12414,13228,2180,9396,497,4813,9057,347,1426,1114,7669,65698
2010,37033,0.38,0,0.38,0.06,0,0.06,0.44,0.44,0,0,0,1.42,0,1.42,0.24,1.66,1.91,1.91,0.17,0.17,0.15000000000000002,0.15000000000000002,0,0,0,0,0.02,0.02,22746,10778,9110,4273,698,22982,3424,4590,4311,4008,535,8833,227,151,2904,177,891,1046,1974,15537
2010,37035,3.8,0,3.8,0.7,0,0.7,4.5,4.5,0,0,0,3.25,0,3.25,7.5600000000000005,10.81,3.3000000000000003,3.3000000000000003,1.37,1.37,0.28,0.28,0,0,0,0,0.17,0.17,156729,68693,61099,20377,5453,26950,16024,26739,35357,22052,5030,37865,4129,3448,9668,1770,2987,2485,16819,172533
2010,37037,25.01,0,25.01,0.08,0,0.08,25.09,25.09,0,0,0,2.04,0,2.04,2.4000000000000004,4.44,0.51,0.51,1.04,1.04,1.05,1.05,0,0,0.25,0.25,1.02,1.02,69791,31555,28527,8241,1698,39299,6026,16306,14350,10548,1972,19869,2330,942,5203,483,1283,749,8246,53299
2010,37039,1.44,0,1.44,0.11,0,0.11,1.55,1.55,0,0,0,1.25,0,1.25,0.6699999999999999,1.92,0.24,0.24,0.12,0.12,0.17,0.17,0,0,0,0,0.08,0.08,27668,18104,11895,4516,702,22754,2912,7817,4771,5649,515,2417,153,30,3618,245,573,439,3829,26202
2010,37041,0,0,0,1.4,0,1.4,1.4,1.4,0,0,0,0.04,0,0.04,1,1.04,3.67,3.67,0.16,0.16,0.06999999999999999,0.06999999999999999,0,0,0,0,0,0,14205,7301,5984,2715,664,24084,1682,3322,3001,2183,607,5710,0,163,1597,85,611,265,1655,13239
2010,37043,0,0,0,0.17,0,0.17,0.17,0.17,0,0,0,0.6,0,0.6,0.14,0.74,0.21,0.21,0.24,0.24,0.03,0.03,0,0,0,0,0.02,0.02,10813,7309,5062,1700,105,26590,958,3172,1889,1986,174,680,46,116,1437,34,349,41,1570,8132
2010,37045,10.52,0,10.52,0.1,0,0.1,10.62,10.62,0,0,0,0.24,0,0.24,6.62,6.86,0.86,0.86,1.04,1.04,0.42000000000000004,0.42000000000000004,0,0,0.16,0.16,0.24,0.24,97159,43579,36882,19262,4004,21920,10650,17418,21452,15736,3613,26192,493,1327,8420,758,2886,1679,11959,86904
2010,37047,0,0,0,2.59,0,2.59,2.59,2.59,0,0,0,2.19,0,2.19,1.8800000000000003,4.07,2.5,2.5,0.32,0.32,1.23,1.23,0,0,34.7,34.7,0,0,56293,26250,22306,12666,1487,22081,7262,10792,12179,10692,2371,22896,866,236,8234,529,1775,2991,7325,50522
2010,37049,0,0,0,11.89,0,11.89,11.89,11.89,0,0,0,0.69,0,0.69,6.550000000000001,7.24,3.04,3.04,1.42,1.42,0.36,0.36,0,0,15.32,15.32,0.21000000000000002,0.21000000000000002,103082,46911,40871,14915,3513,28007,7957,18543,22768,15960,3657,35120,2195,2307,6393,946,2756,5081,10882,99325
2010,37051,28.21,0,28.21,2.99,0,2.99,31.200000000000003,31.200000000000003,0,0,0,1.39,0,1.39,20.97,22.36,5.53,5.53,1.42,1.42,0.7,0.7,0,0,0,0,0.29000000000000004,0.29000000000000004,332106,145839,124418,57620,12513,24301,19001,37300,82520,51395,14690,185962,4618,16003,13122,2323,8127,15325,30795,324968
2010,37053,0,0,0,2.73,0,2.73,2.73,2.73,0,0,0,0.15,0,0.15,1.5,1.65,1.08,1.08,1.1,1.1,0.01,0.01,0,0,0,0,0.41000000000000003,0.41000000000000003,25796,15557,10148,2562,608,30017,1980,3996,5742,3711,854,3304,83,76,2228,196,270,134,3464,20263
2010,37055,0,0,0,7.51,0,7.51,7.51,7.51,0,0,0,0.61,0,0.61,1.7600000000000002,2.37,0.04,0.04,0.47,0.47,0,0,0,0,0,0,0,0,35741,34515,15441,2929,1000,33550,1793,7181,6909,4775,965,4447,703,1582,1925,427,486,177,5293,37294
2010,37057,18.37,0,18.37,0,0,0,18.37,18.37,0,0,0,0.34,0,0.34,11.06,11.4,4.07,4.07,0.88,0.88,0.3,0.3,0,0,0,0,0.13,0.13,164664,74311,65471,25064,5745,25109,19082,28859,36830,26141,5410,32116,3075,2213,11424,1588,3755,1935,18582,127861
2010,37059,3.4,0,3.4,0,0,0,3.4,3.4,0,0,0,0.57,0,0.57,2.31,2.88,0.84,0.84,1.04,1.04,0.26,0.26,0,0,0,0,0.1,0.1,41991,18582,15999,5710,1125,29613,3979,8313,9038,6493,1132,6429,936,605,3457,436,470,368,4510,35286
2010,37061,0,0,0,5.54,0,5.54,5.54,5.54,0,0,0,1.53,0,1.53,2.5599999999999996,4.09,22.29,22.29,0.71,0.71,11.07,11.07,0,0,3.29,3.29,0.05,0.05,59062,25876,21781,14056,2419,19455,10317,10229,14388,11415,2012,28492,3898,410,9346,1000,1617,471,10488,50750
2010,37063,25.27,0,25.27,0.29,0,0.29,25.56,25.56,0,0,0,1.5,0,1.5,17.23,18.73,0.82,0.82,1.74,1.74,0.05,0.05,0,0,0,0,0.11,0.11,306457,133429,123444,46805,8615,34063,24310,37056,65637,30212,13066,177023,16891,25717,1836,3433,9936,14266,36780,322678
2010,37065,2.72,0,2.72,0.37,0,0.37,3.0900000000000003,3.0900000000000003,0,0,0,0.87,0,0.87,3.09,3.96,5.6,5.6,0.39,0.39,0.82,0.82,0,0,0,0,0.42,0.42,53332,24945,21371,12423,1868,20055,7438,9789,12202,8854,3423,33938,490,626,5961,732,2399,771,5903,47072
2010,37067,39.69,0,39.69,0.3,0,0.3,39.989999999999995,39.989999999999995,0,0,0,4.22,0,4.22,20.32,24.54,1.04,1.04,2.3600000000000003,2.3600000000000003,0.08,0.08,0,0,0,0,0.26,0.26,371573,163382,146685,63652,11564,29921,27935,56532,86795,37783,14762,159729,10844,22174,6245,3097,10993,10733,40458,358550
