year,FIPS,WaterSupply.Surface.Fresh,WaterSupply.Surface.Saline,WaterSupply.Surface.Total,WaterSupply.Ground.Fresh,WaterSupply.Ground.Saline,WaterSupply.Ground.Total,WaterSupply.Total.Abstraction,WaterSupply.Total.TotalUse,WaterSupply.OtherUnits,Household.Surface.Fresh,Household.Surface.Saline,Household.Ground.Fresh,Household.Ground.Saline,Household.Total.Abstraction,Household.OtherUnts,Household.TotalUse,Irrigation.Crop.Total.Abstraction,Irrigation.Crop.TotalUse,Irrigation.Golf.Total.Abstraction,Irrigation.Golf.TotalUse,Animal.Total.Abstraction,Animal.TotalUse,Aquaculture.Total.Abstraction,Aquaculture.TotalUse,Manufacturing.Total.Abstraction,Manufacturing.TotalUse,Mining.Total.Abstraction,Mining.TotalUse,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
2000,37141,0,0,0,1.21,0,1.21,1.21,1.21,0,0,0,2.06,0,2.06,-2.06,0,1.66,1.66,0.71,0.71,1.19,1.19,0,0,0,0,0.11,0.11,59020,28601,21766,8709,2016,27724,5189,10339,13225,9560,1117,14882,759,702,6773,438,913,1189,6517,44626
2000,37143,0,0,0,0.72,0,0.72,0.72,0.72,0,0,0,0.1,0,0.1,-0.1,0,0.44,0.44,0.16,0.16,0.57,0.57,0,0,0,0,0,0,13459,7136,5919,2055,383,25809,1361,3583,2579,2055,351,3755,128,109,1587,79,402,88,1688,10575
2000,37145,3.62,0,3.62,0.02,0,0.02,3.64,3.64,0,0,0,1.88,0,1.88,-1.88,0,1.06,1.06,0.18,0.18,0.14,0.14,0,0,0,0,0,0,39305,18428,15744,6836,1703,25922,3813,7227,8365,7291,1559,13217,243,157,4173,430,1234,521,3572,30914
2000,37147,12.02,0,12.02,5.86,0,5.86,17.88,17.88,0,0,0,1.69,0,1.69,-1.69,0,2.15,2.15,1.1,1.1,1.53,1.53,0,0,0.21,0.21,0.2,0.2,177372,78563,69169,40737,8444,25722,11323,21939,38485,22494,7268,80373,2217,11317,9528,1591,5542,6597,19292,161454
2000,37149,0.84,0,0.84,0.39,0,0.39,1.23,1.23,0,0,0,0.83,0,0.83,-0.83,0,0.15,0.15,0.43,0.43,0.07,0.07,0,0,0,0,0.03,0.03,20458,11674,9047,1906,475,30344,1433,6016,3428,3703,403,2915,130,598,1750,222,543,332,2015,16514
2000,37151,6.87,0,6.87,0.67,0,0.67,7.54,7.54,0,0,0,4.7,0,4.7,-4.7,0,1.25,1.25,1.39,1.39,5.6899999999999995,5.6899999999999995,0,0,0.02,0.02,0.06999999999999999,0.06999999999999999,142958,62147,56041,22265,3719,24127,18335,24213,32997,22207,5033,29512,4124,1833,13428,1272,2932,1445,19208,120926
2000,37153,7.35,0,7.35,0,0,0,7.35,7.35,0,0,0,0.86,0,0.86,-0.86,0,0.8099999999999999,0.8099999999999999,0.32,0.32,2.7199999999999998,2.7199999999999998,0,0,0,0,0.56,0.56,45189,21380,18546,10503,1841,20745,6035,7692,10458,8034,2424,19288,912,256,5574,478,1719,1439,5529,43661
2000,37155,8.82,0,8.82,11.58,0,11.58,20.4,20.4,0,0,0,2.96,0,2.96,-2.96,0,1.53,1.53,0.79,0.79,3.23,3.23,0,0,1.35,1.35,0,0,133442,53065,45969,36504,4240,17881,19647,18955,33903,21746,5941,99430,2684,903,20342,1641,4530,3402,19745,121557
2000,37157,17.38,0,17.38,0.29,0,0.29,17.669999999999998,17.669999999999998,0,0,0,3.05,0,3.05,-3.05,0,1.5399999999999998,1.5399999999999998,1.48,1.48,0.19,0.19,0,0,0.07,0.07,0.81,0.81,91270,43977,37201,16201,2568,23604,11394,17708,18821,14170,3448,25089,974,1356,7412,882,2665,1458,9216,76178
2000,37159,19.37,0,19.37,1.23,0,1.23,20.6,20.6,0,0,0,3.01,0,3.01,-3.01,0,1.1,1.1,1.3900000000000001,1.3900000000000001,0.44999999999999996,0.44999999999999996,0,0,3.29,3.29,0.8300000000000001,0.8300000000000001,139605,61329,52301,22386,5106,25117,14118,23456,31464,21389,5051,38547,2758,2454,10115,1206,3023,4380,16794,125897
2000,37161,11.19,0,11.19,0.43,0,0.43,11.62,11.62,0,0,0,2.14,0,2.14,-2.14,0,0.26,0.26,0.87,0.87,0.35,0.35,0,0,0,0,0.060000000000000005,0.060000000000000005,66532,34275,26345,11731,2410,22493,8245,13755,13977,13157,2104,11019,397,520,7127,431,1669,1238,7345,60409
2000,37163,0,0,0,2.63,0,2.63,2.63,2.63,0,0,0,2.69,0,2.69,-2.69,0,7.0600000000000005,7.0600000000000005,0.63,0.63,10.71,10.71,0,0,1.06,1.06,0.15000000000000002,0.15000000000000002,63561,27610,23537,15084,2458,21950,9492,10866,15660,11793,2325,30992,3800,163,10152,843,1809,1006,9732,52925
2000,37165,0,0,0,4.48,0,4.48,4.48,4.48,0,0,0,0.89,0,0.89,-0.89,0,1.2,1.2,0.47,0.47,1.1,1.1,0,0,3.89,3.89,0.01,0.01,35262,15295,13113,9030,1727,18242,4771,5960,8110,5957,1958,19886,205,404,3599,577,1504,2595,3844,36132
2000,37167,7.55,0,7.55,0.06,0,0.06,7.609999999999999,7.609999999999999,0,0,0,1.96,0,1.96,-1.96,0,0.3,0.3,0.53,0.53,1.56,1.56,0,0,0,0,0.52,0.52,61114,27638,23717,8474,1865,24671,6359,11242,13277,8769,2315,11705,566,244,3609,780,1144,2137,6245,52082
2000,37169,0,0,0,0.3,0,0.3,0.3,0.3,0,0,0,1.84,0,1.84,-1.84,0,0.6399999999999999,0.6399999999999999,0.43,0.43,0.16,0.16,0,0,0.07,0.07,0.11,0.11,45905,22186,19302,6166,1400,25091,5529,9098,8920,6978,1603,4022,47,220,5530,291,629,528,5895,31225
2000,37171,7.86,0,7.86,0.25,0,0.25,8.11,8.11,0,0,0,3.74,0,3.74,-3.74,0,0.76,0.76,1.13,1.13,2.33,2.33,0,0,1.7,1.7,0.27,0.27,72099,34030,28985,11978,1422,23957,10995,14189,15603,14444,1754,11381,1347,863,8366,672,1965,1005,9132,69830
2000,37173,0.75,0,0.75,0.04,0,0.04,0.79,0.79,0,0,0,0.69,0,0.69,-0.69,0,0.06999999999999999,0.06999999999999999,0.12000000000000001,0.12000000000000001,0.01,0.01,0,0,0,0,0.22,0.22,14254,8951,5443,2436,420,20984,2141,2731,3196,2613,418,5386,35,46,2451,141,286,281,3031,17326
2000,37175,1.12,0,1.12,0.48,0,0.48,1.6,1.6,0,0,0,1.31,0,1.31,-1.31,0,0.13,0.13,0.58,0.58,0.04,0.04,0,0,18.78,18.78,0.16999999999999998,0.16999999999999998,33513,19560,14123,4776,829,27050,2900,9725,5373,5377,796,3249,316,254,2737,265,587,1273,4786,28321
2000,37177,0,0,0,0.33,0,0.33,0.33,0.33,0,0,0,0.01,0,0.01,-0.01,0,0.43,0.43,0,0,0.13,0.13,0,0,0,0,0,0,4119,2229,1631,863,88,18682,809,876,530,809,108,1922,33,0,676,29,149,702,560,4012
2000,37179,7.89,0,7.89,0.06,0,0.06,7.949999999999999,7.949999999999999,0,0,0,3.47,0,3.47,-3.47,0,0.53,0.53,1.4700000000000002,1.4700000000000002,8.26,8.26,0,0,1.5,1.5,0.34,0.34,226694,79644,75165,19921,6213,34379,14675,27269,62740,21112,5828,62132,5613,1301,4666,1851,1923,2224,21183,169933
2000,37181,5.26,0,5.26,0.07,0,0.07,5.33,5.33,0,0,0,1.58,0,1.58,-1.58,0,1.33,1.33,0.35,0.35,0.03,0.03,0,0,0,0,0.18,0.18,44482,20117,16854,10451,1917,23211,5998,7746,10601,7946,2412,26681,561,338,4808,576,1955,800,4621,42442
2000,37183,54.42,0,54.42,4.93,0,4.93,59.35,59.35,0,0,0,6.23,0,6.23,-6.23,0,4.83,4.83,5.24,5.24,0.12,0.12,0,0,0,0,1.18,1.18,1046558,421426,390498,99877,24819,39102,50481,113852,255854,88102,33903,415361,24803,71712,13644,8429,15586,21921,92204,966658
2000,37185,0,0,0,0.09,0,0.09,0.09,0.09,0,0,0,1.09,0,1.09,-1.09,0,1.29,1.29,0.18,0.18,0.54,0.54,0,0,0,0,0,0,20033,11948,7780,3663,724,22461,2813,4736,3691,3845,613,12357,148,142,3798,83,784,978,2506,16336
2000,37187,0,0,0,0.71,0,0.71,0.71,0.71,0,0,0,0.29,0,0.29,-0.29,0,1.7,1.7,0.08,0.08,0.74,0.74,0,0,0,0,0.01,0.01,12156,6458,5073,2808,359,21043,1683,2774,2479,2764,702,6752,12,92,1542,57,613,157,1423,10395
2000,37189,3.03,0,3.03,0.38,0,0.38,3.4099999999999997,3.4099999999999997,0,0,0,1.1,0,1.1,-1.1,0,0.17,0.17,0.63,0.63,0.15000000000000002,0.15000000000000002,0,0,0,0,0.09999999999999999,0.09999999999999999,54117,33520,20355,13155,2009,24906,3243,8200,7066,5954,917,4392,302,3889,2936,334,1159,5856,4741,56809
2000,37191,6.26,0,6.26,3.64,0,3.64,9.9,9.9,0,0,0,1.66,0,1.66,-1.66,0,1.8399999999999999,1.8399999999999999,0.95,0.95,4,4,0,0,0,0,0.08,0.08,124002,54074,48153,25847,4418,24124,13051,19322,29609,19818,5910,57362,4889,1893,13379,1175,4072,3054,15791,110834
2000,37193,6.93,0,6.93,0.13,0,0.13,7.06,7.06,0,0,0,2.42,0,2.42,-2.42,0,0.28,0.28,0.6200000000000001,0.6200000000000001,8.219999999999999,8.219999999999999,0,0,3.3499999999999996,3.3499999999999996,0.07,0.07,68460,33480,28355,13423,1799,23745,10522,14007,14255,12672,2033,8520,914,643,9235,443,1699,897,7484,61107
2000,37195,8.31,0,8.31,0.57,0,0.57,8.88,8.88,0,0,0,1.8,0,1.8,-1.8,0,4.05,4.05,0.63,0.63,0.19999999999999998,0.19999999999999998,0,0,0,0,0.43,0.43,81336,36005,32128,17141,3044,24273,10880,13809,19013,12604,3967,42950,1504,1014,4873,1015,3065,1549,10276,85489
2000,37197,1.39,0,1.39,0.31,0,0.31,1.7,1.7,0,0,0,1.91,0,1.91,-1.91,0,0.72,0.72,0.5700000000000001,0.5700000000000001,1.08,1.08,0,0,0,0,0,0,37665,17401,15448,5692,889,23566,5052,7208,8061,6312,1230,5858,978,260,4508,406,788,326,4569,29329
2000,37199,0.56,0,0.56,0.62,0,0.62,1.1800000000000002,1.1800000000000002,0,0,0,1.04,0,1.04,-1.04,0,0.19,0.19,0.24,0.24,0.06999999999999999,0.06999999999999999,0,0,0,0,0.04,0.04,17667,11211,7402,3361,605,23264,2076,4379,3296,3248,454,1307,236,212,2427,116,372,150,2196,11516
2005,37001,16.51,0,16.51,0.24,0,0.24,16.75,16.75,0,0,0,3.9,0,3.9,5.359999999999999,9.26,0.9,0.9,1.57,1.57,0.61,0.61,0,0,0.14,0.14,0.38,0.38,160576,69749,64059,26264,4529,26215,15629,26307,36203,22761,6808,56863,5034,5118,8342,1606,3372,4648,18968,151693
2005,37003,1.66,0,1.66,0.04,0,0.04,1.7,1.7,0,0,0,0.48,0,0.48,1.7000000000000002,2.18,0.83,0.83,0.35,0.35,1.77,1.77,0,0,0,0,0,0,37119,16399,13722,5333,1170,24452,4924,7089,7618,6510,912,4874,536,67,5111,393,498,1326,3869,27611
2005,37005,0,0,0,0.42,0,0.42,0.42,0.42,0,0,0,0.56,0,0.56,0.2599999999999999,0.82,0.22999999999999998,0.22999999999999998,0.6,0.6,0.35,0.35,0,0,0,0,0,0,10973,8160,4746,2673,284,21244,1926,2802,1943,2533,342,1425,142,44,1392,58,185,163,1211,10221
2005,37007,7.24,0,7.24,0,0,0,7.24,7.24,0,0,0,0.19,0,0.19,1.58,1.77,0.42,0.42,0.16999999999999998,0.16999999999999998,2.6,2.6,0,0,0,0,0.28,0.28,25306,11594,9516,4647,1139,20124,3522,4343,4936,4195,921,14018,324,132,2929,283,978,1838,2873,21664
2005,37009,0.14,0,0.14,0.63,0,0.63,0.77,0.77,0,0,0,1.44,0,1.44,1.81,3.25,0.53,0.53,0.24,0.24,0.22,0.22,0,0,0,0,0.14,0.14,26786,17649,11805,4748,604,24039,3187,6427,4893,4166,867,1986,218,510,3820,91,729,430,3155,20739
2005,37011,0,0,0,1.09,0,1.09,1.09,1.09,0,0,0,0.58,0,0.58,0.65,1.23,0.61,0.61,0.87,0.87,0.01,0.01,0,0,1.12,1.12,0.01,0.01,17501,14166,6587,2056,300,20253,2325,3700,2707,2991,327,2203,194,1181,2241,109,258,3334,2256,17520
2005,37013,0,0,0,3.49,0,3.49,3.49,3.49,0,0,0,0.75,0,0.75,0.8400000000000001,1.59,0.88,0.88,0.55,0.55,0.38,0.38,0,0,59.2,59.2,16.66,16.66,47243,25930,19325,8966,1839,26233,4188,10808,9759,8824,1493,16149,483,597,6963,147,1481,484,4887,44686
2005,37015,0,0,0,1.25,0,1.25,1.25,1.25,0,0,0,0.28,0,0.28,0.95,1.23,3.83,3.83,0.08,0.08,2.3,2.3,0,0,2.65,2.65,0.03,0.03,19644,9841,7976,4207,990,20430,3095,4125,3508,3902,675,12909,72,34,3607,197,702,1388,1912,17509
2005,37017,26.05,0,26.05,2.29,0,2.29,28.34,28.34,0,0,0,0.97,0,0.97,1.8099999999999998,2.78,8.79,8.79,0.24000000000000002,0.24000000000000002,4.41,4.41,0,0,13.88,13.88,0,0,33778,17877,13968,8649,978,20803,4798,6752,7125,6850,1556,15312,524,159,6624,334,1455,479,4697,31817
2005,37019,0,0,0,3.9,0,3.9,3.9,3.9,0,0,0,0.79,0,0.79,5.63,6.42,2.04,2.04,5.59,5.59,0.36,0.36,0,0,6.15,6.15,0.22999999999999998,0.22999999999999998,126860,86968,54226,16201,3430,31204,9523,37182,20621,21978,3069,23147,1136,3732,19513,971,2181,910,13788,117676
2005,37021,19.8,0,19.8,1.16,0,1.16,20.96,20.96,0,0,0,3.99,0,3.99,9.39,13.38,0.77,0.77,1.02,1.02,0.25,0.25,0,0,0,0,1.11,1.11,254474,121591,107093,30609,5203,31439,16793,48292,48313,34184,6385,41701,4665,10604,17321,3442,5428,6892,25575,250613
2005,37023,14.41,0,14.41,0.05,0,0.05,14.46,14.46,0,0,0,2.35,0,2.35,3.7399999999999998,6.09,0.75,0.75,0.74,0.74,0.43000000000000005,0.43000000000000005,0,0,0,0,0.15000000000000002,0.15000000000000002,89712,41092,34672,15720,3728,23466,12258,17196,17402,17831,2950,16443,1343,618,10634,1192,1754,2888,10725,79997
2005,37025,11.79,0,11.79,0.4,0,0.4,12.19,12.19,0,0,0,2.62,0,2.62,6.680000000000001,9.3,0.41000000000000003,0.41000000000000003,0.52,0.52,0.41000000000000003,0.41000000000000003,0,0,0,0,1.5299999999999998,1.5299999999999998,201448,78093,72299,21822,6349,31050,13302,25749,52386,21234,7151,66819,4165,4367,4943,2851,3144,1599,15678,174980
2005,37027,7.86,0,7.86,0.07,0,0.07,7.930000000000001,7.930000000000001,0,0,0,1.76,0,1.76,3.17,4.93,0.71,0.71,0.9099999999999999,0.9099999999999999,0.16,0.16,0,0,0,0,0.15000000000000002,0.15000000000000002,81779,37950,32594,13405,2546,22945,11913,15466,16870,14780,2578,10167,1140,843,7215,692,1578,992,10205,70497
2005,37029,0,0,0,0.49,0,0.49,0.49,0.49,0,0,0,0.15,0,0.15,0.37,0.52,0.08,0.08,0,0,0,0,0,0,0,0,0.14,0.14,10447,4228,3836,1172,460,26951,1042,1782,2491,1402,317,2047,72,73,662,26,74,33,834,6795
2005,37031,0,0,0,5.49,0,5.49,5.49,5.49,0,0,0,1.04,0,1.04,2.69,3.73,0.33,0.33,0.86,0.86,0.01,0.01,0,0,0.02,0.02,0,0,68920,49911,29690,7831,2159,32005,4603,16237,12414,13228,2180,9396,497,4813,9057,347,1426,1114,7669,65698
2005,37033,0.35,0,0.35,0.06,0,0.06,0.41,0.41,0,0,0,1.42,0,1.42,0.18000000000000016,1.6,0.66,0.66,0.17,0.17,0.13,0.13,0,0,0,0,0.27,0.27,22746,10778,9110,4273,698,22982,3424,4590,4311,4008,535,8833,227,151,2904,177,891,1046,1974,15537
2005,37035,21.17,0,21.17,0.65,0,0.65,21.82,21.82,0,0,0,4.39,0,4.39,6.170000000000001,10.56,1.28,1.28,1.37,1.37,0.62,0.62,0,0,0,0,0.32,0.32,156729,68693,61099,20377,5453,26950,16024,26739,35357,22052,5030,37865,4129,3448,9668,1770,2987,2485,16819,172533
2005,37037,5.37,0,5.37,0.1,0,0.1,5.47,5.47,0,0,0,2.25,0,2.25,1.7999999999999998,4.05,0.54,0.54,0.87,0.87,3.55,3.55,0,0,0.62,0.62,1,1,69791,31555,28527,8241,1698,39299,6026,16306,14350,10548,1972,19869,2330,942,5203,483,1283,749,8246,53299
2005,37039,0.62,0,0.62,0.17,0,0.17,0.79,0.79,0,0,0,1.13,0,1.13,0.5800000000000001,1.71,0.24,0.24,0.12,0.12,0.060000000000000005,0.060000000000000005,0,0,0,0,0.06999999999999999,0.06999999999999999,27668,18104,11895,4516,702,22754,2912,7817,4771,5649,515,2417,153,30,3618,245,573,439,3829,26202
2005,37041,0,0,0,1.25,0,1.25,1.25,1.25,0,0,0,0.02,0,0.02,0.95,0.97,4.28,4.28,0.16,0.16,0.31999999999999995,0.31999999999999995,0,0,0,0,0.01,0.01,14205,7301,5984,2715,664,24084,1682,3322,3001,2183,607,5710,0,163,1597,85,611,265,1655,13239
2005,37043,0,0,0,0.16,0,0.16,0.16,0.16,0,0,0,0.59,0,0.59,0.07000000000000006,0.66,0.04,0.04,0.24,0.24,0.06999999999999999,0.06999999999999999,0,0,0,0,0.08,0.08,10813,7309,5062,1700,105,26590,958,3172,1889,1986,174,680,46,116,1437,34,349,41,1570,8132
2005,37045,8.31,0,8.31,0.11,0,0.11,8.42,8.42,0,0,0,0.65,0,0.65,7.06,7.71,0.52,0.52,1.21,1.21,1.19,1.19,0,0,0.4,0.4,0.31999999999999995,0.31999999999999995,97159,43579,36882,19262,4004,21920,10650,17418,21452,15736,3613,26192,493,1327,8420,758,2886,1679,11959,86904
2005,37047,0,0,0,2.57,0,2.57,2.57,2.57,0,0,0,2.18,0,2.18,1.75,3.93,2.5700000000000003,2.5700000000000003,0.32,0.32,1.51,1.51,0,0,39.42,39.42,0,0,56293,26250,22306,12666,1487,22081,7262,10792,12179,10692,2371,22896,866,236,8234,529,1775,2991,7325,50522
2005,37049,0,0,0,11.68,0,11.68,11.68,11.68,0,0,0,1.52,0,1.52,6.790000000000001,8.31,0.68,0.68,1.41,1.41,0.38,0.38,0,0,35.19,35.19,0.48000000000000004,0.48000000000000004,103082,46911,40871,14915,3513,28007,7957,18543,22768,15960,3657,35120,2195,2307,6393,946,2756,5081,10882,99325
2005,37051,31.4,0,31.4,3.73,0,3.73,35.129999999999995,35.129999999999995,0,0,0,0.51,0,0.51,22.209999999999997,22.72,2.75,2.75,1.6400000000000001,1.6400000000000001,0.75,0.75,0,0,0,0,0.33999999999999997,0.33999999999999997,332106,145839,124418,57620,12513,24301,19001,37300,82520,51395,14690,185962,4618,16003,13122,2323,8127,15325,30795,324968
2005,37053,0,0,0,1.13,0,1.13,1.13,1.13,0,0,0,0.24,0,0.24,0.81,1.05,0.51,0.51,1.1,1.1,0,0,0,0,0,0,0.27,0.27,25796,15557,10148,2562,608,30017,1980,3996,5742,3711,854,3304,83,76,2228,196,270,134,3464,20263
2005,37055,0.08,0,0.08,8.3,0,8.3,8.38,8.38,0,0,0,0.57,0,0.57,4.34,4.91,0.08,0.08,0.54,0.54,0,0,0,0,0,0,0,0,35741,34515,15441,2929,1000,33550,1793,7181,6909,4775,965,4447,703,1582,1925,427,486,177,5293,37294
2005,37057,6.48,0,6.48,0,0,0,6.48,6.48,0,0,0,2.58,0,2.58,10.49,13.07,0.78,0.78,0.87,0.87,0.78,0.78,0,0,0,0,0.5,0.5,164664,74311,65471,25064,5745,25109,19082,28859,36830,26141,5410,32116,3075,2213,11424,1588,3755,1935,18582,127861
2005,37059,10.37,0,10.37,0,0,0,10.37,10.37,0,0,0,0.81,0,0.81,1.8199999999999998,2.63,1.5899999999999999,1.5899999999999999,1.04,1.04,0.27,0.27,0,0,0,0,0.11,0.11,41991,18582,15999,5710,1125,29613,3979,8313,9038,6493,1132,6429,936,605,3457,436,470,368,4510,35286
2005,37061,0,0,0,4.48,0,4.48,4.48,4.48,0,0,0,1.07,0,1.07,2.0700000000000003,3.1400000000000006,21.1,21.1,0.87,0.87,13.62,13.62,0,0,2.3499999999999996,2.3499999999999996,0.06999999999999999,0.06999999999999999,59062,25876,21781,14056,2419,19455,10317,10229,14388,11415,2012,28492,3898,410,9346,1000,1617,471,10488,50750
2005,37063,33.67,0,33.67,0.2,0,0.2,33.870000000000005,33.870000000000005,0,0,0,3.53,0,3.53,14.040000000000001,17.57,1.3,1.3,1.74,1.74,0.060000000000000005,0.060000000000000005,0,0,0,0,0.41000000000000003,0.41000000000000003,306457,133429,123444,46805,8615,34063,24310,37056,65637,30212,13066,177023,16891,25717,1836,3433,9936,14266,36780,322678
2005,37065,2.35,0,2.35,0.41,0,0.41,2.7600000000000002,2.7600000000000002,0,0,0,2.02,0,2.02,1.5499999999999998,3.57,7.85,7.85,0.44,0.44,1.07,1.07,0,0,0.11,0.11,0.42,0.42,53332,24945,21371,12423,1868,20055,7438,9789,12202,8854,3423,33938,490,626,5961,732,2399,771,5903,47072
2005,37067,45.78,0,45.78,0.36,0,0.36,46.14,46.14,0,0,0,4.2,0,4.2,25.86,30.06,0.6900000000000001,0.6900000000000001,2.83,2.83,0.11000000000000001,0.11000000000000001,0,0,0,0,0.59,0.59,371573,163382,146685,63652,11564,29921,27935,56532,86795,37783,14762,159729,10844,22174,6245,3097,10993,10733,40458,358550
2005,37069,1.35,0,1.35,0.08,0,0.08,1.4300000000000002,1.4300000000000002,0,0,0,2.86,0,2.86,0.6600000000000001,3.52,2.15,2.15,0.43,0.43,0.32,0.32,0,0,0,0,0.13,0.13,64902,28012,24749,9093,1731,26273,7114,10417,14574,10049,2018,23658,1171,366,7171,552,1276,1589,7142,47374
2005,37071,26.37,0,26.37,1.15,0,1.15,27.52,27.52,0,0,0,4.05,0,4.05,8.68,12.73,0.65,0.65,1.44,1.44,0.35000000000000003,0.35000000000000003,0,0,2.75,2.75,0.08,0.08,216585,91779,81494,33324,7125,26069,22783,33757,49469,33579,7750,58421,2369,4326,10214,2219,4585,2906,23152,185502
2005,37073,0,0,0,0.91,0,0.91,0.91,0.91,0,0,0,0.09,0,0.09,0.6900000000000001,0.78,1.42,1.42,0,0,0.58,0.58,0,0,0,0,0,0,11563,5336,4477,1270,381,25334,1145,2213,2398,2514,301,4275,14,0,1735,70,203,52,974,7631
2005,37075,0.45,0,0.45,0.04,0,0.04,0.49,0.49,0,0,0,0.31,0,0.31,0.23000000000000004,0.54,0.34,0.34,0,0,0.02,0.02,0,0,0,0,0.05,0.05,8557,6017,3288,1524,236,19323,1151,1990,1755,1724,98,1129,47,72,1605,15,239,119,1448,6790
2005,37077,2.83,0,2.83,0.08,0,0.08,2.91,2.91,0,0,0,2.04,0,2.04,1.1099999999999999,3.15,1.54,1.54,0.27,0.27,0.16,0.16,0,0,0,0,0.27,0.27,58874,24069,21030,7781,1695,26228,6522,9519,12272,8981,2377,24620,838,382,5033,251,1053,3706,5115,51441
2005,37079,0,0,0,1.99,0,1.99,1.99,1.99,0,0,0,0.17,0,0.17,1.26,1.43,4.74,4.74,0.08,0.08,2.14,2.14,0,0,0,0,0,0,21008,8316,7259,4781,871,18339,3870,3195,4388,4377,893,11145,988,96,3191,252,537,2408,3098,14564
2005,37081,45.44,0,45.44,0.5,0,0.5,45.94,45.94,0,0,0,6.64,0,6.64,22.349999999999998,28.99,1.5699999999999998,1.5699999999999998,4.6499999999999995,4.6499999999999995,0.33,0.33,0,0,0,0,1.08,1.08,523582,226743,202731,80771,16011,29708,37932,75740,117830,57584,21939,257199,13820,31582,6991,4643,13047,18602,52319,553980
2005,37083,7.23,0,7.23,0.32,0,0.32,7.550000000000001,7.550000000000001,0,0,0,0.16,0,0.16,2.7399999999999998,2.9,2.67,2.67,0.52,0.52,0.73,0.73,0,0,21.5,21.5,0.25,0.25,51737,25919,21116,12684,1851,21016,8203,10103,11175,9699,2598,31800,236,801,5686,329,2442,1430,5735,45372
2005,37085,4.08,0,4.08,0.27,0,0.27,4.35,4.35,0,0,0,1.73,0,1.73,5.619999999999999,7.35,2.69,2.69,1.1,1.1,2.7600000000000002,2.7600000000000002,0,0,0,0,1.3900000000000001,1.3900000000000001,130361,51230,45086,21495,4338,23011,11435,15414,34765,16689,4762,49831,2210,629,11099,1054,2431,3241,14086,98822
2005,37087,5.97,0,5.97,0.05,0,0.05,6.02,6.02,0,0,0,1.2,0,1.2,2.46,3.66,1.9000000000000001,1.9000000000000001,0.78,0.78,0.27,0.27,0,0,24.73,24.73,0.17,0.17,60433,35398,26336,8304,1319,29453,5383,14548,11069,10530,2001,4300,430,593,6397,428,1176,504,6453,47678
2005,37089,7.8,0,7.8,0.24,0,0.24,8.04,8.04,0,0,0,2.82,0,2.82,4.620000000000001,7.440000000000001,1.1600000000000001,1.1600000000000001,1.2,1.2,0.15,0.15,0,0,0,0,0.25,0.25,113625,56939,48281,11926,1535,29860,8546,28504,22002,16810,3027,19068,2908,1948,8753,1096,2267,1415,12919,101345
2005,37091,0,0,0,1.96,0,1.96,1.96,1.96,0,0,0,0.79,0,0.79,1.23,2.02,4.17,4.17,0.32,0.32,1.1500000000000001,1.1500000000000001,0,0,0.07,0.07,0.02,0.02,24153,10632,8899,5125,1145,18918,3477,4532,4632,4878,1091,16075,232,253,2780,206,878,2206,2789,24421
2005,37093,0,0,0,2.55,0,2.55,2.55,2.55,0,0,0,0.1,0,0.1,1.8499999999999999,1.95,1.53,1.53,0.4,0.4,0.49,0.49,0,0,0,0,0,0,53239,20709,17722,10823,1888,20656,4769,4819,14850,8401,2084,31774,1448,143,4120,398,936,1509,6307,37261
2005,37095,0,0,0,0.72,0,0.72,0.72,0.72,0,0,0,0.01,0,0.01,0.37,0.38,0.28,0.28,0,0,0.01,0.01,0,0,0,0,0,0,5393,3249,1769,1062,231,18433,709,887,1165,673,189,2215,122,18,546,75,20,655,753,5216
2005,37097,8.21,0,8.21,2.89,0,2.89,11.100000000000001,11.100000000000001,0,0,0,3.78,0,3.78,5.73,9.51,1.1099999999999999,1.1099999999999999,1.48,1.48,1.22,1.22,0,0,0.03,0.03,0.28,0.28,172525,72834,65246,20230,5349,32006,13015,26249,40440,22506,6022,40981,2835,3213,9889,1658,2199,1286,16451,161046
2005,37099,1.34,0,1.34,0.15,0,0.15,1.49,1.49,0,0,0,1.09,0,1.09,0.44999999999999996,1.54,0.75,0.75,0.93,0.93,0.02,0.02,0,0,0,0,0.19999999999999998,0.19999999999999998,42256,27073,16642,7439,926,24073,3141,7976,7163,5915,1278,8054,576,1059,4810,371,880,3720,5466,39713
2005,37101,8.95,0,8.95,1.26,0,1.26,10.209999999999999,10.209999999999999,0,0,0,4.99,0,4.99,3.4000000000000004,8.39,4.35,4.35,1.03,1.03,2.31,2.31,0,0,0,0,0.34,0.34,191172,73685,67154,25213,5185,25847,17373,24306,49706,27001,6999,60690,4728,1563,12796,1313,2777,1720,23136,149486
2005,37103,0,0,0,0.84,0,0.84,0.84,0.84,0,0,0,0.05,0,0.05,0.6699999999999999,0.72,2.71,2.71,0.16,0.16,1.32,1.32,0,0,0,0,0,0,9695,4958,4137,2526,381,21539,1337,2053,1843,2405,300,3654,103,52,1628,107,299,123,1495,7785
